Level,Date and Time,Source,Event ID,Task Category,Message
Warning,2026-05-12 21:36:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Information,2026-05-12 21:40:00,Service Control Manager,7001,None,The operation completed successfully.
Warning,2026-05-12 21:40:00,Service Control Manager,7031,None,A service took longer than expected to respond.
Warning,2026-05-12 21:40:00,Microsoft-Windows-Kernel-Power,41,None,The application-specific permission settings do not grant Local Activation permission.
Error,2026-05-12 21:45:00,Winlogon,6006,None,A user logon attempt failed.
Information,2026-05-12 21:48:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Warning,2026-05-12 21:54:00,Microsoft-Windows-Kernel-Power,109,None,A service took longer than expected to respond.
Error,2026-05-12 22:32:00,Microsoft-Windows-DistributedCOM,10010,None,An update could not be installed.
Information,2026-05-12 22:39:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-12 22:42:00,Service Control Manager,7031,None,A user session was started.
Information,2026-05-12 22:48:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-05-12 23:00:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Error,2026-05-12 23:19:00,Microsoft-Windows-DistributedCOM,10010,None,A user logon attempt failed.
Warning,2026-05-12 23:19:00,Microsoft-Windows-DistributedCOM,10016,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-12 23:28:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Warning,2026-05-12 23:30:00,Service Control Manager,7031,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-12 23:37:00,Microsoft-Windows-Security-Auditing,4625,None,A device reported a recoverable condition.
Information,2026-05-12 23:44:00,Service Control Manager,7040,None,The update operation completed.
Information,2026-05-12 23:49:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Information,2026-05-12 23:50:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The operation completed successfully.
Information,2026-05-12 23:53:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Warning,2026-05-12 23:54:00,Service Control Manager,7001,None,A device reported a recoverable condition.
Error,2026-05-12 23:57:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A service terminated unexpectedly.
Information,2026-05-13 00:11:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-13 00:31:00,Microsoft-Windows-WindowsUpdateClient,19,None,A Windows service changed state.
Warning,2026-05-13 01:24:00,Service Control Manager,7001,None,A device reported a recoverable condition.
Error,2026-05-13 01:37:00,Microsoft-Windows-DistributedCOM,10010,None,A service terminated unexpectedly.
Error,2026-05-13 01:40:00,Microsoft-Windows-WindowsUpdateClient,19,None,A user logon attempt failed.
Information,2026-05-13 01:45:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Warning,2026-05-13 02:21:00,Microsoft-Windows-DistributedCOM,10016,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-13 02:39:00,Microsoft-Windows-DistributedCOM,10016,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-13 02:48:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-05-13 03:09:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-13 03:32:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Error,2026-05-13 04:28:00,Microsoft-Windows-DistributedCOM,10016,None,A user logon attempt failed.
Information,2026-05-13 05:22:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Warning,2026-05-13 05:44:00,Service Control Manager,7031,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-13 06:03:00,Microsoft-Windows-WindowsUpdateClient,43,None,The operation completed successfully.
Information,2026-05-13 06:20:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-13 06:43:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-13 07:17:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-05-13 07:47:00,Microsoft-Windows-WindowsUpdateClient,43,None,A Windows service changed state.
Warning,2026-05-13 08:32:00,Microsoft-Windows-WindowsUpdateClient,19,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-13 08:40:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-05-13 09:00:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,The operation completed successfully.
Warning,2026-05-13 09:06:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Error,2026-05-13 09:13:00,Microsoft-Windows-DistributedCOM,10010,None,An application stopped responding.
Information,2026-05-13 09:26:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Warning,2026-05-13 09:27:00,Service Control Manager,7031,None,A service took longer than expected to respond.
Error,2026-05-13 09:34:00,Application Error,1000,None,An update could not be installed.
Information,2026-05-13 09:40:00,Microsoft-Windows-WindowsUpdateClient,20,None,The update operation completed.
Information,2026-05-13 09:44:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Warning,2026-05-13 09:47:00,Service Control Manager,7040,None,A device reported a recoverable condition.
Information,2026-05-13 09:52:00,Microsoft-Windows-Kernel-Power,109,None,The update operation completed.
Information,2026-05-13 10:09:00,Application Error,1000,None,The update operation completed.
Information,2026-05-13 11:47:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-05-13 12:29:00,Winlogon,6006,None,The update operation completed.
Warning,2026-05-13 12:39:00,Winlogon,6006,None,A device reported a recoverable condition.
Information,2026-05-13 12:42:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Error,2026-05-13 13:07:00,Application Error,1001,None,A user logon attempt failed.
Information,2026-05-13 13:41:00,Microsoft-Windows-Kernel-Power,41,None,A user session was started.
Warning,2026-05-13 15:46:00,Microsoft-Windows-WindowsUpdateClient,20,None,A service took longer than expected to respond.
Information,2026-05-13 16:30:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Error,2026-05-13 18:47:00,Microsoft-Windows-WindowsUpdateClient,20,None,A user logon attempt failed.
Information,2026-05-13 19:18:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Warning,2026-05-13 20:46:00,Microsoft-Windows-Kernel-Power,109,None,A service took longer than expected to respond.
Information,2026-05-13 21:07:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-05-13 22:22:00,Winlogon,6006,None,A Windows service changed state.
Information,2026-05-13 22:26:00,Service Control Manager,7000,None,A Windows service changed state.
Warning,2026-05-13 22:26:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-13 22:39:00,Microsoft-Windows-Kernel-Power,109,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-13 23:22:00,Service Control Manager,7040,None,The update operation completed.
Information,2026-05-13 23:22:00,Microsoft-Windows-WindowsUpdateClient,20,None,The update operation completed.
Information,2026-05-14 00:16:00,Application Error,1000,None,A Windows service changed state.
Information,2026-05-14 00:40:00,Service Control Manager,7040,None,The operation completed successfully.
Information,2026-05-14 01:06:00,Service Control Manager,7000,None,The update operation completed.
Information,2026-05-14 01:12:00,Winlogon,6005,None,The operation completed successfully.
Warning,2026-05-14 02:54:00,Service Control Manager,7031,None,A service took longer than expected to respond.
Information,2026-05-14 03:39:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Warning,2026-05-14 03:49:00,Winlogon,6006,None,A device reported a recoverable condition.
Warning,2026-05-14 04:05:00,Service Control Manager,7031,None,A device reported a recoverable condition.
Information,2026-05-14 04:32:00,Service Control Manager,7031,None,The operation completed successfully.
Warning,2026-05-14 04:42:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-14 05:18:00,Application Error,1000,None,A Windows service changed state.
Information,2026-05-14 05:23:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The operation completed successfully.
Information,2026-05-14 05:23:00,Service Control Manager,7001,None,A Windows service changed state.
Information,2026-05-14 05:52:00,Service Control Manager,7040,None,The operation completed successfully.
Information,2026-05-14 06:04:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-14 06:35:00,Application Error,1001,None,The operation completed successfully.
Information,2026-05-14 07:11:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-14 07:12:00,Microsoft-Windows-WindowsUpdateClient,19,None,The update operation completed.
Information,2026-05-14 08:25:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A user session was started.
Critical,2026-05-14 09:07:00,Microsoft-Windows-WindowsUpdateClient,43,None,A critical system component stopped unexpectedly.
Information,2026-05-14 09:18:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-05-14 10:39:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-05-14 10:57:00,Service Control Manager,7031,None,A Windows service changed state.
Information,2026-05-14 11:54:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-05-14 12:26:00,Microsoft-Windows-WindowsUpdateClient,31,None,The operation completed successfully.
Information,2026-05-14 13:08:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-14 14:00:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-05-14 14:03:00,Microsoft-Windows-WindowsUpdateClient,19,None,A user session was started.
Information,2026-05-14 14:07:00,Service Control Manager,7000,None,The operation completed successfully.
Information,2026-05-14 14:51:00,Microsoft-Windows-Kernel-Power,109,None,A user session was started.
Information,2026-05-14 15:10:00,Microsoft-Windows-WindowsUpdateClient,43,None,The operation completed successfully.
Information,2026-05-14 17:18:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Information,2026-05-14 17:19:00,Service Control Manager,7040,None,A Windows service changed state.
Warning,2026-05-14 18:12:00,Service Control Manager,7040,None,A service took longer than expected to respond.
Information,2026-05-14 18:18:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-14 18:20:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Error,2026-05-14 18:40:00,Microsoft-Windows-Kernel-Power,41,None,A service terminated unexpectedly.
Warning,2026-05-14 18:53:00,Service Control Manager,7040,None,A service took longer than expected to respond.
Information,2026-05-14 18:55:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Warning,2026-05-14 19:09:00,Winlogon,6006,None,A service took longer than expected to respond.
Information,2026-05-14 19:25:00,Winlogon,6006,None,The update operation completed.
Warning,2026-05-14 19:39:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-14 20:25:00,Service Control Manager,7031,None,A device reported a recoverable condition.
Information,2026-05-14 20:26:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-05-14 21:16:00,Service Control Manager,7001,None,A user session was started.
Information,2026-05-14 22:12:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-05-14 22:40:00,Microsoft-Windows-WindowsUpdateClient,31,None,The operation completed successfully.
Warning,2026-05-14 22:50:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Warning,2026-05-14 23:03:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-05-14 23:18:00,Microsoft-Windows-WindowsUpdateClient,20,None,A user session was started.
Information,2026-05-14 23:19:00,Application Error,1000,None,A Windows service changed state.
Critical,2026-05-15 00:36:00,Service Control Manager,7040,None,The system rebooted without cleanly shutting down first.
Error,2026-05-15 00:47:00,Service Control Manager,7031,None,An update could not be installed.
Warning,2026-05-15 00:57:00,Microsoft-Windows-WindowsUpdateClient,43,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-15 01:04:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Warning,2026-05-15 01:23:00,Microsoft-Windows-Kernel-Power,109,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-15 01:30:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-15 01:30:00,Microsoft-Windows-WindowsUpdateClient,19,None,The operation completed successfully.
Information,2026-05-15 02:24:00,Microsoft-Windows-Kernel-Power,41,None,The update operation completed.
Information,2026-05-15 03:12:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-05-15 03:24:00,Microsoft-Windows-WindowsUpdateClient,19,None,The update operation completed.
Information,2026-05-15 04:27:00,Service Control Manager,7031,None,The update operation completed.
Information,2026-05-15 04:42:00,Microsoft-Windows-WindowsUpdateClient,31,None,The operation completed successfully.
Information,2026-05-15 05:04:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Warning,2026-05-15 05:07:00,Application Error,1001,None,A device reported a recoverable condition.
Critical,2026-05-15 05:56:00,Microsoft-Windows-WindowsUpdateClient,43,None,A critical system component stopped unexpectedly.
Error,2026-05-15 05:58:00,Service Control Manager,7031,None,A user logon attempt failed.
Warning,2026-05-15 07:01:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-05-15 07:05:00,Service Control Manager,7001,None,The update operation completed.
Information,2026-05-15 07:12:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-05-15 08:33:00,Service Control Manager,7001,None,A Windows service changed state.
Information,2026-05-15 08:41:00,Service Control Manager,7040,None,The operation completed successfully.
Error,2026-05-15 09:41:00,Microsoft-Windows-DistributedCOM,10016,None,An application stopped responding.
Warning,2026-05-15 11:42:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Error,2026-05-15 12:01:00,Microsoft-Windows-DistributedCOM,10010,None,An application stopped responding.
Information,2026-05-15 13:48:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-15 14:11:00,Service Control Manager,7000,None,A user session was started.
Warning,2026-05-15 14:15:00,Service Control Manager,7001,None,A service took longer than expected to respond.
Information,2026-05-15 14:36:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-15 14:50:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The operation completed successfully.
Error,2026-05-15 15:16:00,Winlogon,6005,None,An update could not be installed.
Information,2026-05-15 15:19:00,Microsoft-Windows-Kernel-Power,109,None,A user session was started.
Information,2026-05-15 16:03:00,Microsoft-Windows-WindowsUpdateClient,20,None,The operation completed successfully.
Warning,2026-05-15 16:24:00,Microsoft-Windows-WindowsUpdateClient,19,None,A service took longer than expected to respond.
Information,2026-05-15 16:31:00,Service Control Manager,7040,None,A user session was started.
Information,2026-05-15 16:34:00,Application Error,1000,None,The update operation completed.
Information,2026-05-15 16:51:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-15 16:53:00,Microsoft-Windows-WindowsUpdateClient,19,None,The update operation completed.
Information,2026-05-15 16:58:00,Microsoft-Windows-Kernel-Power,41,None,A user session was started.
Information,2026-05-15 17:16:00,Microsoft-Windows-Security-Auditing,4634,None,The operation completed successfully.
Information,2026-05-15 17:23:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Error,2026-05-15 17:37:00,Service Control Manager,7000,None,A service terminated unexpectedly.
Information,2026-05-15 18:01:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-15 18:01:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-15 18:01:00,Microsoft-Windows-WindowsUpdateClient,19,None,A Windows service changed state.
Warning,2026-05-15 18:03:00,Microsoft-Windows-WindowsUpdateClient,31,None,A device reported a recoverable condition.
Error,2026-05-15 18:06:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,An update could not be installed.
Information,2026-05-15 19:05:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Warning,2026-05-15 20:03:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Warning,2026-05-15 20:14:00,Service Control Manager,7031,None,A device reported a recoverable condition.
Error,2026-05-15 20:30:00,Microsoft-Windows-Kernel-Power,109,None,An application stopped responding.
Information,2026-05-15 20:35:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-15 20:52:00,Service Control Manager,7000,None,The operation completed successfully.
Error,2026-05-15 20:59:00,Microsoft-Windows-WindowsUpdateClient,31,None,An update could not be installed.
Information,2026-05-15 21:43:00,Microsoft-Windows-WindowsUpdateClient,20,None,A Windows service changed state.
Information,2026-05-15 22:17:00,Microsoft-Windows-WindowsUpdateClient,19,None,The operation completed successfully.
Information,2026-05-15 23:02:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Warning,2026-05-15 23:34:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Information,2026-05-15 23:45:00,Service Control Manager,7001,None,A user session was started.
Information,2026-05-16 00:42:00,Service Control Manager,7000,None,A Windows service changed state.
Information,2026-05-16 00:52:00,Application Error,1000,None,The update operation completed.
Information,2026-05-16 00:54:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-05-16 01:00:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-05-16 02:21:00,Microsoft-Windows-WindowsUpdateClient,31,None,A Windows service changed state.
Information,2026-05-16 03:01:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-05-16 04:01:00,Service Control Manager,7031,None,The operation completed successfully.
Information,2026-05-16 04:20:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-05-16 04:41:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-16 04:52:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Critical,2026-05-16 05:14:00,Microsoft-Windows-WindowsUpdateClient,43,None,The system rebooted without cleanly shutting down first.
Information,2026-05-16 05:18:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-05-16 05:24:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-05-16 05:35:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Warning,2026-05-16 06:22:00,Service Control Manager,7040,None,A service took longer than expected to respond.
Warning,2026-05-16 06:58:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Information,2026-05-16 07:19:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,The update operation completed.
Information,2026-05-16 07:32:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Warning,2026-05-16 08:46:00,Service Control Manager,7000,None,A service took longer than expected to respond.
Information,2026-05-16 08:59:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Warning,2026-05-16 09:19:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Information,2026-05-16 09:47:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Warning,2026-05-16 10:14:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-05-16 10:38:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-16 11:02:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Warning,2026-05-16 11:25:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-05-16 11:39:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-05-16 11:59:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-05-16 12:07:00,Winlogon,6005,None,A Windows service changed state.
Information,2026-05-16 12:09:00,Microsoft-Windows-Kernel-Power,41,None,A Windows service changed state.
Information,2026-05-16 12:40:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Critical,2026-05-16 13:14:00,Microsoft-Windows-Kernel-Power,109,None,The system rebooted without cleanly shutting down first.
Information,2026-05-16 13:58:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-05-16 15:21:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,A user session was started.
Warning,2026-05-16 15:55:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-16 16:50:00,Microsoft-Windows-Kernel-Power,109,None,A device reported a recoverable condition.
Warning,2026-05-16 17:02:00,Service Control Manager,7040,None,The application-specific permission settings do not grant Local Activation permission.
Error,2026-05-16 17:26:00,Microsoft-Windows-DistributedCOM,10010,None,A service terminated unexpectedly.
Information,2026-05-16 17:27:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Critical,2026-05-16 17:39:00,Application Error,1000,None,The system rebooted without cleanly shutting down first.
Error,2026-05-16 17:51:00,Microsoft-Windows-DistributedCOM,10016,None,An application stopped responding.
Warning,2026-05-16 17:53:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-16 18:12:00,Service Control Manager,7001,None,A Windows service changed state.
Information,2026-05-16 18:28:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-05-16 19:16:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Warning,2026-05-16 19:52:00,Microsoft-Windows-WindowsUpdateClient,43,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-16 20:51:00,Microsoft-Windows-WindowsUpdateClient,20,None,A user session was started.
Information,2026-05-16 21:00:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-05-16 23:07:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-05-16 23:12:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-05-16 23:59:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,A Windows service changed state.
Information,2026-05-17 00:04:00,Application Error,1000,None,A user session was started.
Information,2026-05-17 01:16:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-05-17 01:41:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The operation completed successfully.
Information,2026-05-17 02:47:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-17 03:59:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Warning,2026-05-17 04:24:00,Service Control Manager,7001,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-17 04:28:00,Microsoft-Windows-WindowsUpdateClient,20,None,A device reported a recoverable condition.
Warning,2026-05-17 04:47:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Information,2026-05-17 05:05:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-05-17 05:28:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Warning,2026-05-17 06:04:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-05-17 06:11:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-05-17 06:35:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-05-17 07:24:00,Service Control Manager,7001,None,The update operation completed.
Information,2026-05-17 07:54:00,Service Control Manager,7040,None,A user session was started.
Warning,2026-05-17 08:35:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-17 09:26:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-05-17 09:55:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The operation completed successfully.
Error,2026-05-17 10:19:00,Microsoft-Windows-DistributedCOM,10010,None,An update could not be installed.
Information,2026-05-17 10:24:00,Application Error,1000,None,A Windows service changed state.
Information,2026-05-17 11:00:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Warning,2026-05-17 11:15:00,Microsoft-Windows-Kernel-Power,41,None,A service took longer than expected to respond.
Warning,2026-05-17 11:34:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Warning,2026-05-17 12:33:00,Microsoft-Windows-DistributedCOM,10016,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-17 13:24:00,Microsoft-Windows-WindowsUpdateClient,20,None,A Windows service changed state.
Information,2026-05-17 13:25:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-05-17 13:28:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Warning,2026-05-17 13:29:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Error,2026-05-17 13:30:00,Microsoft-Windows-DistributedCOM,10016,None,An application stopped responding.
Warning,2026-05-17 13:43:00,Service Control Manager,7040,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-17 14:24:00,Microsoft-Windows-Kernel-Power,109,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-17 14:26:00,Microsoft-Windows-WindowsUpdateClient,31,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-17 14:30:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-17 14:50:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-05-17 15:00:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-05-17 15:25:00,Service Control Manager,7031,None,A user session was started.
Information,2026-05-17 15:49:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-05-17 16:44:00,Microsoft-Windows-WindowsUpdateClient,20,None,The update operation completed.
Information,2026-05-17 17:33:00,Microsoft-Windows-WindowsUpdateClient,20,None,A user session was started.
Information,2026-05-17 17:56:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-05-17 18:06:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Warning,2026-05-17 18:20:00,Service Control Manager,7000,None,A service took longer than expected to respond.
Information,2026-05-17 19:13:00,Service Control Manager,7040,None,A Windows service changed state.
Information,2026-05-17 19:35:00,Service Control Manager,7031,None,The operation completed successfully.
Warning,2026-05-17 20:06:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The application-specific permission settings do not grant Local Activation permission.
Critical,2026-05-17 20:19:00,Service Control Manager,7031,None,The system rebooted without cleanly shutting down first.
Warning,2026-05-17 21:28:00,Microsoft-Windows-DistributedCOM,10016,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-17 22:07:00,Microsoft-Windows-WindowsUpdateClient,31,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-17 22:08:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Information,2026-05-17 22:13:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Error,2026-05-17 22:19:00,Service Control Manager,7040,None,A service terminated unexpectedly.
Information,2026-05-17 23:12:00,Service Control Manager,7040,None,A Windows service changed state.
Warning,2026-05-17 23:15:00,Microsoft-Windows-WindowsUpdateClient,20,None,A service took longer than expected to respond.
Information,2026-05-17 23:31:00,Microsoft-Windows-Kernel-Power,41,None,The update operation completed.
Information,2026-05-17 23:34:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-18 00:23:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Warning,2026-05-18 02:13:00,Microsoft-Windows-WindowsUpdateClient,31,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-18 02:14:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-18 02:14:00,Service Control Manager,7000,None,A user session was started.
